timestamp,mission_time_s,status,altitude_m,velocity_ms,latitude,longitude,pitch_deg,yaw_deg,roll_deg,chamber_pressure_psi,battery_pct
2026-04-25T12:00:05.400Z,5.4,ASCENT,1.84,6.13,-39.2628,177.8645,90.0,-0.033,3.6,450.04,99.73
2026-04-25T12:00:05.500Z,5.5,ASCENT,2.58,7.36,-39.2628,177.8645,90.0,-0.026,4.5,454.41,99.72
2026-04-25T12:00:05.600Z,5.6,ASCENT,3.44,8.6,-39.2628,177.8645,90.0,0.039,5.4,459.1,99.72
2026-04-25T12:00:05.700Z,5.7,ASCENT,4.42,9.83,-39.2628,177.8645,90.0,0.002,6.3,453.94,99.72
2026-04-25T12:00:05.800Z,5.8,ASCENT,5.52,11.06,-39.2628,177.8645,90.0,0.019,7.2,451.4,99.71
2026-04-25T12:00:05.900Z,5.9,ASCENT,6.75,12.29,-39.2628,177.8645,90.0,-0.005,8.1,456.47,99.7
2026-04-25T12:00:06.000Z,6.0,ASCENT,8.11,13.53,-39.2628,177.8645,90.0,-0.001,9.0,456.7,99.7
2026-04-25T12:00:06.100Z,6.1,ASCENT,9.58,14.76,-39.2628,177.8645,90.0,0.032,9.9,454.17,99.69
2026-04-25T12:00:06.200Z,6.2,ASCENT,11.18,16.0,-39.2628,177.8645,90.0,0.033,10.8,456.51,99.69
2026-04-25T12:00:06.300Z,6.3,ASCENT,12.91,17.24,-39.2628,177.8645,90.0,0.043,11.7,458.18,99.69
2026-04-25T12:00:06.400Z,6.4,ASCENT,14.75,18.48,-39.2628,177.8645,90.0,0.028,12.6,450.19,99.68
2026-04-25T12:00:06.500Z,6.5,ASCENT,16.73,19.72,-39.2628,177.8645,90.0,0.046,13.5,450.56,99.67
2026-04-25T12:00:06.600Z,6.6,ASCENT,18.82,20.96,-39.2628,177.8645,90.0,0.03,14.4,450.23,99.67
2026-04-25T12:00:06.700Z,6.7,ASCENT,21.04,22.2,-39.2628,177.8645,90.0,-0.003,15.3,452.37,99.67
2026-04-25T12:00:06.800Z,6.8,ASCENT,23.39,23.44,-39.2628,177.8645,90.0,-0.016,16.2,450.1,99.66
2026-04-25T12:00:06.900Z,6.9,ASCENT,25.86,24.69,-39.2628,177.8645,90.0,-0.035,17.1,452.61,99.66
2026-04-25T12:00:07.000Z,7.0,ASCENT,28.45,25.93,-39.2628,177.8645,90.0,0.02,18.0,455.98,99.65
2026-04-25T12:00:07.100Z,7.1,ASCENT,31.17,27.18,-39.2628,177.8645,90.0,-0.042,18.9,455.41,99.64
2026-04-25T12:00:07.200Z,7.2,ASCENT,34.01,28.42,-39.2628,177.8645,90.0,-0.032,19.8,455.3,99.64
2026-04-25T12:00:07.300Z,7.3,ASCENT,36.98,29.67,-39.2628,177.8645,90.0,-0.004,20.7,450.6,99.64
2026-04-25T12:00:07.400Z,7.4,ASCENT,40.07,30.92,-39.2628,177.8645,90.0,0.003,21.6,452.81,99.63
2026-04-25T12:00:07.500Z,7.5,ASCENT,43.28,32.17,-39.2628,177.8645,90.0,0.002,22.5,454.8,99.62
2026-04-25T12:00:07.600Z,7.6,ASCENT,46.63,33.42,-39.2628,177.8645,90.0,0.037,23.4,454.45,99.62
2026-04-25T12:00:07.700Z,7.7,ASCENT,50.09,34.67,-39.2628,177.8645,90.0,0.047,24.3,458.5,99.61
2026-04-25T12:00:07.800Z,7.8,ASCENT,53.69,35.92,-39.2628,177.8645,90.0,0.012,25.2,457.39,99.61
2026-04-25T12:00:07.900Z,7.9,ASCENT,57.4,37.18,-39.2628,177.8645,90.0,-0.017,26.1,459.82,99.61
2026-04-25T12:00:08.000Z,8.0,ASCENT,61.25,38.43,-39.2628,177.8645,90.0,0.042,27.0,459.34,99.6
2026-04-25T12:00:08.100Z,8.1,ASCENT,65.21,39.69,-39.2628,177.8645,90.0,-0.046,27.9,454.8,99.59
2026-04-25T12:00:08.200Z,8.2,ASCENT,69.31,40.94,-39.2628,177.8645,90.0,-0.039,28.8,456.34,99.59
2026-04-25T12:00:08.300Z,8.3,ASCENT,73.53,42.2,-39.2628,177.8645,90.0,0.031,29.7,457.73,99.58
2026-04-25T12:00:08.400Z,8.4,ASCENT,77.87,43.46,-39.2628,177.8645,90.0,0.008,30.6,456.06,99.58
2026-04-25T12:00:08.500Z,8.5,ASCENT,82.35,44.72,-39.2628,177.8645,90.0,-0.002,31.5,455.24,99.58
2026-04-25T12:00:08.600Z,8.6,ASCENT,86.94,45.98,-39.2628,177.8645,90.0,-0.046,32.4,459.58,99.57
2026-04-25T12:00:08.700Z,8.7,ASCENT,91.67,47.24,-39.2628,177.8645,90.0,0.018,33.3,456.25,99.56
2026-04-25T12:00:08.800Z,8.8,ASCENT,96.52,48.5,-39.2628,177.8645,90.0,0.039,34.2,456.6,99.56
2026-04-25T12:00:08.900Z,8.9,ASCENT,101.49,49.76,-39.2628,177.8645,90.0,-0.019,35.1,455.48,99.56
2026-04-25T12:00:09.000Z,9.0,ASCENT,106.6,51.03,-39.2628,177.8645,90.0,0.018,36.0,459.85,99.55
2026-04-25T12:00:09.100Z,9.1,ASCENT,111.83,52.29,-39.2628,177.8645,90.0,0.008,36.9,454.77,99.55
2026-04-25T12:00:09.200Z,9.2,ASCENT,117.18,53.56,-39.2628,177.8645,90.0,0.004,37.8,454.01,99.54
2026-04-25T12:00:09.300Z,9.3,ASCENT,122.67,54.83,-39.2628,177.8645,90.0,-0.008,38.7,453.38,99.53
2026-04-25T12:00:09.400Z,9.4,ASCENT,128.28,56.1,-39.2628,177.8645,90.0,0.032,39.6,458.7,99.53
2026-04-25T12:00:09.500Z,9.5,ASCENT,134.01,57.36,-39.2628,177.8645,90.0,0.0,40.5,459.6,99.53
2026-04-25T12:00:09.600Z,9.6,ASCENT,139.88,58.63,-39.2628,177.8645,90.0,-0.031,41.4,456.92,99.52
2026-04-25T12:00:09.700Z,9.7,ASCENT,145.87,59.91,-39.2628,177.8645,90.0,0.027,42.3,455.31,99.52
2026-04-25T12:00:09.800Z,9.8,ASCENT,151.98,61.18,-39.2628,177.8645,90.0,-0.026,43.2,457.9,99.51
2026-04-25T12:00:09.900Z,9.9,ASCENT,158.23,62.45,-39.2628,177.8645,90.0,0.041,44.1,452.09,99.5
2026-04-25T12:00:10.000Z,10.0,ASCENT,164.6,63.72,-39.2628,177.8645,90.0,-0.013,45.0,457.07,99.5
2026-04-25T12:00:10.100Z,10.1,ASCENT,171.1,65.0,-39.262795,177.864527,89.93,0.018,45.9,457.51,99.5
2026-04-25T12:00:10.200Z,10.2,ASCENT,177.73,66.28,-39.26279,177.864555,89.86,0.028,46.8,456.64,99.49
2026-04-25T12:00:10.300Z,10.3,ASCENT,184.48,67.55,-39.262785,177.864585,89.79,-0.006,47.7,457.6,99.48
2026-04-25T12:00:10.400Z,10.4,ASCENT,191.37,68.83,-39.26278,177.864615,89.72,0.004,48.6,458.79,99.48
2026-04-25T12:00:10.500Z,10.5,ASCENT,198.38,70.11,-39.262775,177.864647,89.65,-0.005,49.5,452.6,99.47
2026-04-25T12:00:10.600Z,10.6,ASCENT,205.52,71.39,-39.262769,177.864679,89.58,-0.034,50.4,458.99,99.47
2026-04-25T12:00:10.700Z,10.7,ASCENT,212.78,72.67,-39.262763,177.864713,89.51,0.049,51.3,456.51,99.47
2026-04-25T12:00:10.800Z,10.8,ASCENT,220.18,73.95,-39.262757,177.864748,89.44,0.044,52.2,457.0,99.46
2026-04-25T12:00:10.900Z,10.9,ASCENT,227.7,75.23,-39.262751,177.864783,89.37,-0.02,53.1,455.83,99.45
2026-04-25T12:00:11.000Z,11.0,ASCENT,235.35,76.52,-39.262745,177.86482,89.3,-0.04,54.0,451.9,99.45
2026-04-25T12:00:11.100Z,11.1,ASCENT,243.13,77.8,-39.262738,177.864858,89.23,-0.025,54.9,456.29,99.44
2026-04-25T12:00:11.200Z,11.2,ASCENT,251.04,79.09,-39.262732,177.864897,89.16,0.046,55.8,452.83,99.44
2026-04-25T12:00:11.300Z,11.3,ASCENT,259.08,80.38,-39.262725,177.864937,89.09,0.049,56.7,454.08,99.44
2026-04-25T12:00:11.400Z,11.4,ASCENT,267.25,81.66,-39.262718,177.864979,89.02,-0.012,57.6,457.38,99.43
2026-04-25T12:00:11.500Z,11.5,ASCENT,275.54,82.95,-39.26271,177.865021,88.95,0.01,58.5,459.16,99.42
2026-04-25T12:00:11.600Z,11.6,ASCENT,283.97,84.24,-39.262703,177.865064,88.88,-0.045,59.4,457.05,99.42
2026-04-25T12:00:11.700Z,11.7,ASCENT,292.52,85.53,-39.262695,177.865109,88.81,-0.021,60.3,458.29,99.42
2026-04-25T12:00:11.800Z,11.8,ASCENT,301.2,86.82,-39.262687,177.865154,88.74,-0.014,61.2,457.53,99.41
2026-04-25T12:00:11.900Z,11.9,ASCENT,310.01,88.12,-39.262679,177.865201,88.67,-0.002,62.1,453.54,99.41
2026-04-25T12:00:12.000Z,12.0,ASCENT,318.95,89.41,-39.262671,177.865249,88.6,0.046,63.0,454.42,99.4
2026-04-25T12:00:12.100Z,12.1,ASCENT,328.03,90.7,-39.262663,177.865297,88.53,0.033,63.9,452.19,99.39
2026-04-25T12:00:12.200Z,12.2,ASCENT,337.23,92.0,-39.262654,177.865347,88.46,0.03,64.8,455.28,99.39
2026-04-25T12:00:12.300Z,12.3,ASCENT,346.55,93.3,-39.262645,177.865398,88.39,-0.035,65.7,459.59,99.39
2026-04-25T12:00:12.400Z,12.4,ASCENT,356.01,94.59,-39.262636,177.86545,88.32,0.003,66.6,456.28,99.38
2026-04-25T12:00:12.500Z,12.5,ASCENT,365.6,95.89,-39.262627,177.865504,88.25,-0.044,67.5,456.9,99.38
2026-04-25T12:00:12.600Z,12.6,ASCENT,375.32,97.19,-39.262618,177.865558,88.18,0.015,68.4,457.11,99.37
2026-04-25T12:00:12.700Z,12.7,ASCENT,385.17,98.49,-39.262608,177.865613,88.11,-0.021,69.3,454.41,99.36
2026-04-25T12:00:12.800Z,12.8,ASCENT,395.15,99.79,-39.262599,177.86567,88.04,-0.02,70.2,457.05,99.36
2026-04-25T12:00:12.900Z,12.9,ASCENT,405.26,101.1,-39.262589,177.865727,87.97,0.037,71.1,459.0,99.36
2026-04-25T12:00:13.000Z,13.0,ASCENT,415.5,102.4,-39.262579,177.865786,87.9,0.03,72.0,456.48,99.35
2026-04-25T12:00:13.100Z,13.1,ASCENT,425.87,103.7,-39.262568,177.865846,87.83,-0.036,72.9,459.86,99.34
2026-04-25T12:00:13.200Z,13.2,ASCENT,436.37,105.01,-39.262558,177.865907,87.76,0.032,73.8,457.1,99.34
2026-04-25T12:00:13.300Z,13.3,ASCENT,447.0,106.32,-39.262547,177.865969,87.69,0.022,74.7,459.65,99.33
2026-04-25T12:00:13.400Z,13.4,ASCENT,457.77,107.62,-39.262536,177.866032,87.62,-0.016,75.6,451.11,99.33
2026-04-25T12:00:13.500Z,13.5,ASCENT,468.66,108.93,-39.262525,177.866096,87.55,0.005,76.5,455.11,99.33
2026-04-25T12:00:13.600Z,13.6,ASCENT,479.68,110.24,-39.262514,177.866161,87.48,0.04,77.4,450.59,99.32
2026-04-25T12:00:13.700Z,13.7,ASCENT,490.84,111.55,-39.262503,177.866228,87.41,0.029,78.3,453.79,99.31
2026-04-25T12:00:13.800Z,13.8,ASCENT,502.13,112.86,-39.262491,177.866295,87.34,0.027,79.2,450.14,99.31
2026-04-25T12:00:13.900Z,13.9,ASCENT,513.54,114.17,-39.262479,177.866364,87.27,0.036,80.1,458.52,99.31
2026-04-25T12:00:14.000Z,14.0,ASCENT,525.09,115.49,-39.262467,177.866434,87.2,-0.039,81.0,456.81,99.3
2026-04-25T12:00:14.100Z,14.1,ASCENT,536.77,116.8,-39.262455,177.866505,87.13,0.016,81.9,458.89,99.3
2026-04-25T12:00:14.200Z,14.2,ASCENT,548.58,118.12,-39.262442,177.866577,87.06,-0.033,82.8,455.59,99.29
2026-04-25T12:00:14.300Z,14.3,ASCENT,560.53,119.43,-39.26243,177.86665,86.99,0.028,83.7,455.58,99.28
2026-04-25T12:00:14.400Z,14.4,ASCENT,572.6,120.75,-39.262417,177.866724,86.92,0.03,84.6,451.36,99.28
2026-04-25T12:00:14.500Z,14.5,ASCENT,584.81,122.07,-39.262404,177.866799,86.85,-0.003,85.5,456.69,99.28
2026-04-25T12:00:14.600Z,14.6,ASCENT,597.15,123.39,-39.262391,177.866876,86.78,0.005,86.4,454.87,99.27
2026-04-25T12:00:14.700Z,14.7,ASCENT,609.62,124.71,-39.262378,177.866954,86.71,0.027,87.3,452.51,99.27
2026-04-25T12:00:14.800Z,14.8,ASCENT,622.22,126.03,-39.262364,177.867032,86.64,0.002,88.2,456.14,99.26
2026-04-25T12:00:14.900Z,14.9,ASCENT,634.96,127.35,-39.26235,177.867112,86.57,-0.02,89.1,453.35,99.25
2026-04-25T12:00:15.000Z,15.0,ASCENT,647.82,128.67,-39.262336,177.867193,86.5,0.048,89.1,453.2,99.25
2026-04-25T12:00:15.100Z,15.1,ASCENT,660.82,130.0,-39.262322,177.867275,86.43,-0.044,89.1,451.05,99.25
2026-04-25T12:00:15.200Z,15.2,ASCENT,673.96,131.32,-39.262308,177.867359,86.36,-0.042,89.1,455.85,99.24
2026-04-25T12:00:15.300Z,15.3,ASCENT,687.22,132.65,-39.262293,177.867443,86.29,0.021,89.1,450.27,99.23
2026-04-25T12:00:15.400Z,15.4,ASCENT,700.62,133.98,-39.262279,177.867528,86.22,0.006,89.1,453.74,99.23
2026-04-25T12:00:15.500Z,15.5,ASCENT,714.15,135.3,-39.262264,177.867615,86.15,-0.004,89.1,452.39,99.22
2026-04-25T12:00:15.600Z,15.6,ASCENT,727.81,136.63,-39.262249,177.867703,86.08,-0.009,89.1,456.8,99.22
2026-04-25T12:00:15.700Z,15.7,ASCENT,741.61,137.96,-39.262233,177.867792,86.01,-0.026,89.1,455.44,99.22
2026-04-25T12:00:15.800Z,15.8,ASCENT,755.54,139.29,-39.262218,177.867882,85.94,-0.034,89.1,453.15,99.21
2026-04-25T12:00:15.900Z,15.9,ASCENT,769.6,140.63,-39.262202,177.867973,85.87,-0.037,89.1,453.31,99.2
2026-04-25T12:00:16.000Z,16.0,ASCENT,783.8,141.96,-39.262186,177.868065,85.8,0.018,89.1,455.77,99.2
2026-04-25T12:00:16.100Z,16.1,ASCENT,798.13,143.29,-39.26217,177.868159,85.73,0.032,89.1,451.11,99.19
2026-04-25T12:00:16.200Z,16.2,ASCENT,812.59,144.63,-39.262154,177.868254,85.66,0.037,89.1,452.98,99.19
2026-04-25T12:00:16.300Z,16.3,ASCENT,827.18,145.96,-39.262137,177.868349,85.59,-0.046,89.1,452.72,99.19
2026-04-25T12:00:16.400Z,16.4,ASCENT,841.91,147.3,-39.262121,177.868446,85.52,0.04,89.1,458.12,99.18
2026-04-25T12:00:16.500Z,16.5,ASCENT,856.78,148.64,-39.262104,177.868544,85.45,-0.018,89.1,453.67,99.17
2026-04-25T12:00:16.600Z,16.6,ASCENT,871.78,149.98,-39.262087,177.868644,85.38,0.031,89.1,450.09,99.17
2026-04-25T12:00:16.700Z,16.7,ASCENT,886.91,151.31,-39.262069,177.868744,85.31,-0.02,89.1,450.84,99.17
2026-04-25T12:00:16.800Z,16.8,ASCENT,902.17,152.66,-39.262052,177.868845,85.24,0.0,89.1,454.97,99.16
2026-04-25T12:00:16.900Z,16.9,ASCENT,917.57,154.0,-39.262034,177.868948,85.17,0.035,89.1,456.89,99.16
2026-04-25T12:00:17.000Z,17.0,ASCENT,933.11,155.34,-39.262016,177.869052,85.1,0.008,89.1,452.05,99.15
2026-04-25T12:00:17.100Z,17.1,ASCENT,948.77,156.68,-39.261998,177.869157,85.03,-0.024,89.1,459.35,99.14
2026-04-25T12:00:17.200Z,17.2,ASCENT,964.58,158.03,-39.26198,177.869263,84.96,-0.048,89.1,457.56,99.14
2026-04-25T12:00:17.300Z,17.3,ASCENT,980.51,159.37,-39.261961,177.86937,84.89,-0.04,89.1,453.05,99.14
2026-04-25T12:00:17.400Z,17.4,ASCENT,996.59,160.72,-39.261943,177.869479,84.82,-0.03,89.1,455.28,99.13
2026-04-25T12:00:17.500Z,17.5,ASCENT,1012.79,162.07,-39.261924,177.869588,84.75,0.003,89.1,458.81,99.12
2026-04-25T12:00:17.600Z,17.6,ASCENT,1029.13,163.42,-39.261905,177.869699,84.68,-0.042,89.1,452.68,99.12
2026-04-25T12:00:17.700Z,17.7,ASCENT,1045.61,164.77,-39.261886,177.869811,84.61,-0.003,89.1,456.01,99.11
2026-04-25T12:00:17.800Z,17.8,ASCENT,1062.22,166.12,-39.261866,177.869924,84.54,0.01,89.1,457.64,99.11
2026-04-25T12:00:17.900Z,17.9,ASCENT,1078.97,167.47,-39.261846,177.870038,84.47,0.048,89.1,459.45,99.11
2026-04-25T12:00:18.000Z,18.0,ASCENT,1095.85,168.82,-39.261827,177.870153,84.4,0.003,89.1,452.87,99.1
2026-04-25T12:00:18.100Z,18.1,ASCENT,1112.87,170.17,-39.261807,177.87027,84.33,0.01,89.1,457.13,99.09
2026-04-25T12:00:18.200Z,18.2,ASCENT,1130.02,171.53,-39.261786,177.870388,84.26,0.034,89.1,450.67,99.09
2026-04-25T12:00:18.300Z,18.3,ASCENT,1147.31,172.88,-39.261766,177.870507,84.19,0.015,89.1,457.05,99.08
2026-04-25T12:00:18.400Z,18.4,ASCENT,1164.73,174.24,-39.261745,177.870627,84.12,-0.037,89.1,457.58,99.08
2026-04-25T12:00:18.500Z,18.5,ASCENT,1182.29,175.6,-39.261724,177.870748,84.05,0.008,89.1,457.94,99.08
2026-04-25T12:00:18.600Z,18.6,ASCENT,1199.99,176.95,-39.261703,177.87087,83.98,0.012,89.1,457.3,99.07
2026-04-25T12:00:18.700Z,18.7,ASCENT,1217.82,178.31,-39.261682,177.870994,83.91,-0.013,89.1,458.66,99.06
2026-04-25T12:00:18.800Z,18.8,ASCENT,1235.79,179.67,-39.26166,177.871119,83.84,-0.017,89.1,457.23,99.06
2026-04-25T12:00:18.900Z,18.9,ASCENT,1253.89,181.04,-39.261639,177.871245,83.77,-0.035,89.1,459.01,99.06
2026-04-25T12:00:19.000Z,19.0,ASCENT,1272.13,182.4,-39.261617,177.871372,83.7,-0.048,89.1,452.36,99.05
2026-04-25T12:00:19.100Z,19.1,ASCENT,1290.51,183.76,-39.261595,177.8715,83.63,-0.017,89.1,451.41,99.05
2026-04-25T12:00:19.200Z,19.2,ASCENT,1309.02,185.12,-39.261573,177.871629,83.56,0.042,89.1,456.0,99.04
2026-04-25T12:00:19.300Z,19.3,ASCENT,1327.67,186.49,-39.26155,177.87176,83.49,-0.006,89.1,456.82,99.03
2026-04-25T12:00:19.400Z,19.4,ASCENT,1346.45,187.86,-39.261527,177.871892,83.42,-0.039,89.1,457.65,99.03
2026-04-25T12:00:19.500Z,19.5,ASCENT,1365.38,189.22,-39.261504,177.872025,83.35,0.038,89.1,457.1,99.03
2026-04-25T12:00:19.600Z,19.6,ASCENT,1384.44,190.59,-39.261481,177.872159,83.28,-0.034,89.1,451.41,99.02
2026-04-25T12:00:19.700Z,19.7,ASCENT,1403.63,191.96,-39.261458,177.872294,83.21,0.031,89.1,457.95,99.02
2026-04-25T12:00:19.800Z,19.8,ASCENT,1422.96,193.33,-39.261434,177.872431,83.14,-0.009,89.1,450.91,99.01
2026-04-25T12:00:19.900Z,19.9,ASCENT,1442.44,194.7,-39.261411,177.872569,83.07,-0.048,89.1,452.64,99.0
2026-04-25T12:00:20.000Z,20.0,ASCENT,1462.04,196.07,-39.261387,177.872708,83.0,-0.049,89.1,450.61,99.0
2026-04-25T12:00:20.100Z,20.1,ASCENT,1481.79,197.45,-39.261363,177.872848,82.93,-0.01,89.1,451.64,99.0
2026-04-25T12:00:20.200Z,20.2,ASCENT,1501.67,198.82,-39.261338,177.872989,82.86,-0.024,89.1,454.49,98.99
2026-04-25T12:00:20.300Z,20.3,ASCENT,1521.69,200.2,-39.261314,177.873132,82.79,-0.015,89.1,454.83,98.98
